date,product,region,customer_segment,quantity,revenue,cost,profit,churn_risk
2024-02-29,Product_D,East,New,11,8525,4831.89,3693.11,High
2024-06-03,Product_B,North,Returning,17,5508,3297.94,2210.06,Low
2024-05-12,Product_D,East,New,11,6919,4485.47,2433.53,Medium
2024-02-11,Product_B,West,Returning,16,18736,13235.35,5500.65,Low
2024-01-03,Product_A,West,Returning,8,8464,5778.9,2685.1,Medium
2024-01-11,Product_C,South,High Value,2,2874,1746.78,1127.22,Low
2024-05-07,Product_D,East,New,4,5292,3068.03,2223.97,Low
2024-04-17,Product_A,West,New,19,8056,5595.7,2460.3,Low
2024-03-07,Product_A,East,Returning,10,14490,9425.17,5064.83,Low
2024-01-16,Product_D,East,New,15,11385,8086.66,3298.34,Medium
2024-03-09,Product_C,North,High Value,3,3594,2167.81,1426.19,Low
2024-03-04,Product_A,North,Returning,16,20768,12727.33,8040.67,Low
2024-01-17,Product_B,South,High Value,5,6945,4481.76,2463.24,Medium
2024-03-28,Product_C,North,New,12,10332,6462.31,3869.69,Medium
2024-03-04,Product_B,East,High Value,12,15984,10831.89,5152.11,High
2024-01-19,Product_A,North,New,5,6375,4144.28,2230.72,Low
2024-01-30,Product_A,South,Returning,15,18615,11836.23,6778.77,High
2024-05-04,Product_C,East,Returning,13,9854,5568.36,4285.64,Medium
2024-05-11,Product_D,South,High Value,18,7902,4351.04,3550.96,High
2024-04-23,Product_A,East,New,13,18473,12421.25,6051.75,Low
2024-01-12,Product_A,East,New,10,8120,6045.49,2074.51,Low
2024-06-25,Product_D,South,New,19,27664,17859.98,9804.02,Medium
2024-03-05,Product_A,East,High Value,14,12712,8334.86,4377.14,Medium
2024-02-23,Product_C,East,Returning,16,10640,6974.25,3665.75,Low
2024-03-25,Product_D,North,High Value,1,316,209.47,106.53,High
2024-06-19,Product_C,South,High Value,4,3272,2224.13,1047.87,Medium
2024-03-19,Product_C,South,New,2,988,619.36,368.64,Medium
2024-01-19,Product_A,East,High Value,10,3790,2814.97,975.03,Low
2024-03-14,Product_D,North,High Value,3,666,460.02,205.98,Low
2024-01-21,Product_C,North,High Value,18,8118,4937.87,3180.13,Medium
2024-02-03,Product_A,South,New,9,3258,2350.68,907.32,Low
2024-01-15,Product_D,South,New,4,5084,3781.72,1302.28,Medium
2024-03-01,Product_A,East,High Value,7,10423,6331.48,4091.52,Low
2024-05-07,Product_C,South,New,18,20448,13318.51,7129.49,Low
2024-06-20,Product_A,East,New,1,1048,712.95,335.05,Low
2024-02-12,Product_B,North,High Value,9,5787,3691.03,2095.97,High
2024-01-13,Product_C,South,Returning,19,26999,18530.94,8468.06,Medium
2024-02-23,Product_D,East,New,6,4824,3013.0,1811.0,Low
2024-06-20,Product_D,West,Returning,17,9146,5637.73,3508.27,Low
2024-04-14,Product_C,North,New,3,1512,894.03,617.97,Low
2024-05-07,Product_B,East,New,2,1006,671.48,334.52,Low
2024-01-02,Product_B,West,New,15,12645,9250.64,3394.36,Low
2024-04-13,Product_C,West,New,11,7810,5656.32,2153.68,Low
2024-02-16,Product_D,East,High Value,3,3066,1743.69,1322.31,Low
2024-03-28,Product_A,East,New,9,2961,2067.26,893.74,Low
2024-04-13,Product_A,North,Returning,16,20672,11662.33,9009.67,Low
2024-01-04,Product_C,West,High Value,14,15512,11033.36,4478.64,Medium
2024-04-04,Product_C,East,New,17,23477,17365.81,6111.19,Low
2024-04-19,Product_C,South,High Value,16,19792,14418.2,5373.8,Low
2024-04-23,Product_A,North,New,17,18530,11481.93,7048.07,Low
2024-05-07,Product_B,North,New,6,8286,5272.23,3013.77,Low
2024-05-03,Product_A,West,Returning,17,21777,13271.29,8505.71,Low
2024-05-10,Product_A,North,Returning,19,13034,8916.09,4117.91,High
2024-02-15,Product_A,West,High Value,15,6090,4388.5,1701.5,Low
2024-05-02,Product_D,North,High Value,15,19800,11896.73,7903.27,Low
2024-05-13,Product_C,East,New,7,7868,5257.4,2610.6,Low
2024-06-23,Product_D,North,New,5,1430,946.72,483.28,Low
2024-01-22,Product_B,West,High Value,10,6520,4624.71,1895.29,High
2024-02-29,Product_D,West,New,17,24395,16437.78,7957.22,Low
2024-05-06,Product_D,South,New,2,1008,679.24,328.76,Medium
2024-02-01,Product_D,South,Returning,13,9204,5351.31,3852.69,Low
2024-04-24,Product_A,North,High Value,18,19008,11454.79,7553.21,Low
2024-04-21,Product_D,East,New,3,4050,2292.35,1757.65,Medium
2024-02-15,Product_B,North,New,12,4212,3077.21,1134.79,Low
2024-04-02,Product_C,West,New,11,11847,7583.56,4263.44,Low
2024-05-11,Product_A,West,High Value,16,21792,15570.75,6221.25,Medium
2024-06-16,Product_B,East,High Value,10,14630,10672.58,3957.42,Low
2024-03-16,Product_C,West,Returning,8,7944,4793.95,3150.05,Low
2024-06-05,Product_A,West,Returning,3,3399,2292.12,1106.88,Low
2024-05-23,Product_D,West,New,4,2164,1207.58,956.42,Low
2024-05-14,Product_B,South,High Value,9,2034,1175.31,858.69,High
2024-04-19,Product_D,East,Returning,14,4158,3075.22,1082.78,Low
2024-04-28,Product_D,East,New,1,823,587.63,235.37,Medium
2024-01-18,Product_D,South,High Value,15,6735,3816.27,2918.73,Medium
2024-04-05,Product_D,South,High Value,8,11672,7541.46,4130.54,Medium
2024-05-09,Product_C,South,High Value,5,1145,789.63,355.37,Low
2024-01-23,Product_C,West,High Value,3,3612,2148.0,1464.0,Low
2024-06-20,Product_B,East,Returning,12,15060,10059.29,5000.71,High
2024-05-04,Product_C,South,Returning,3,2133,1219.28,913.72,Low
2024-01-05,Product_D,North,High Value,13,10010,5585.44,4424.56,Medium
2024-03-13,Product_D,South,High Value,14,14252,8747.46,5504.54,High
2024-02-03,Product_B,West,High Value,16,13360,9897.46,3462.54,High
2024-02-09,Product_A,West,High Value,14,10696,5898.93,4797.07,Low
2024-03-20,Product_B,West,Returning,7,2079,1400.91,678.09,Low
2024-04-11,Product_C,West,Returning,1,1337,744.01,592.99,Low
2024-01-05,Product_C,West,New,12,9492,6238.25,3253.75,Medium
2024-04-18,Product_B,East,New,18,6156,4077.7,2078.3,Low
2024-03-13,Product_D,West,Returning,6,4266,2642.82,1623.18,Low
2024-04-29,Product_D,North,High Value,12,2760,1806.84,953.16,Medium
2024-01-21,Product_B,West,High Value,10,5070,3615.39,1454.61,Low
2024-05-20,Product_C,South,Returning,1,590,338.17,251.83,Low
2024-01-01,Product_D,South,High Value,10,13890,7898.56,5991.44,Medium
2024-02-24,Product_B,South,High Value,4,2676,1823.43,852.57,Medium
2024-02-21,Product_A,North,High Value,6,5358,3063.49,2294.51,Medium
2024-04-16,Product_D,West,High Value,4,4912,3351.36,1560.64,Low
2024-06-15,Product_A,South,Returning,7,9541,5825.21,3715.79,Medium
2024-03-11,Product_C,South,Returning,13,6617,3778.6,2838.4,Low
2024-04-05,Product_A,South,High Value,11,10252,6843.76,3408.24,Low
2024-05-13,Product_A,West,Returning,7,6027,3574.33,2452.67,Medium
2024-01-27,Product_C,West,High Value,4,5020,3336.62,1683.38,Low
2024-05-12,Product_B,West,New,14,12320,7478.07,4841.93,Medium
2024-03-25,Product_C,North,Returning,8,1832,1082.27,749.73,Low
2024-05-30,Product_C,West,New,2,1032,664.48,367.52,High
2024-03-27,Product_D,South,Returning,8,7536,4261.47,3274.53,Low
2024-05-05,Product_B,North,High Value,17,24021,17509.88,6511.12,Low
2024-05-03,Product_C,North,New,12,14808,10992.84,3815.16,Low
2024-01-16,Product_C,East,New,13,16341,9204.4,7136.6,Low
2024-05-30,Product_B,East,Returning,3,3948,2358.26,1589.74,Low
2024-05-02,Product_C,East,New,3,687,466.17,220.83,Low
2024-03-14,Product_B,East,High Value,13,6539,4340.07,2198.93,Medium
2024-05-28,Product_D,South,Returning,4,4320,2833.21,1486.79,High
2024-02-10,Product_D,North,New,3,3429,2176.84,1252.16,Low
2024-04-28,Product_B,South,High Value,18,11970,8501.61,3468.39,Low
2024-04-30,Product_D,West,High Value,9,10314,6361.68,3952.32,Low
2024-04-13,Product_B,East,Returning,17,5236,3542.37,1693.63,Low
2024-01-28,Product_B,South,Returning,7,5397,3460.44,1936.56,Low
2024-04-28,Product_D,North,Returning,16,11600,7199.15,4400.85,Low
2024-05-19,Product_B,East,New,11,4499,3286.18,1212.82,Medium
2024-05-29,Product_A,East,New,10,8050,4895.53,3154.47,Low
2024-03-21,Product_D,East,High Value,3,3102,1843.35,1258.65,Low
2024-05-11,Product_A,South,High Value,6,6882,4886.78,1995.22,Low
2024-04-04,Product_C,West,New,2,2164,1253.99,910.01,Low
2024-04-11,Product_B,North,Returning,4,3436,2445.2,990.8,Medium
2024-06-26,Product_C,North,Returning,7,3969,2967.42,1001.58,High
2024-04-03,Product_C,South,High Value,9,10953,7779.76,3173.24,Medium
2024-05-05,Product_D,South,Returning,6,6780,3881.25,2898.75,Low
2024-03-03,Product_A,South,New,16,9760,6798.68,2961.32,Low
2024-03-20,Product_C,East,Returning,6,7326,4245.13,3080.87,Low
2024-01-13,Product_B,East,High Value,15,12870,8651.75,4218.25,Medium
2024-04-21,Product_A,West,New,8,4512,3231.99,1280.01,Medium
2024-01-13,Product_C,West,High Value,15,11835,7206.17,4628.83,Low
2024-06-08,Product_D,South,New,10,3460,2570.78,889.22,Medium
2024-05-28,Product_C,North,Returning,10,10940,7477.33,3462.67,High
2024-06-19,Product_D,North,New,19,5700,3443.75,2256.25,Low
2024-05-01,Product_B,North,Returning,1,382,239.95,142.05,Low
2024-06-15,Product_C,South,New,16,23696,15049.49,8646.51,Low
2024-04-19,Product_C,North,Returning,18,10368,7428.64,2939.36,High
2024-06-27,Product_D,North,Returning,6,5922,3519.39,2402.61,Low
2024-05-07,Product_B,West,Returning,3,3510,2217.75,1292.25,High
2024-01-15,Product_A,North,New,17,5338,3146.44,2191.56,Low
2024-04-29,Product_A,South,Returning,17,5474,3331.38,2142.62,Low
2024-04-23,Product_D,West,Returning,16,12624,8289.03,4334.97,Low
2024-01-29,Product_D,East,High Value,18,21168,13959.42,7208.58,Medium
2024-01-05,Product_B,North,High Value,7,2296,1499.06,796.94,Low
2024-01-05,Product_B,East,New,4,4764,3413.41,1350.59,Medium
2024-01-05,Product_A,East,New,15,21480,14486.37,6993.63,Low
2024-04-21,Product_A,South,High Value,19,28158,15498.2,12659.8,High
2024-06-24,Product_B,West,Returning,3,1689,1017.72,671.28,Low
2024-03-16,Product_C,East,Returning,6,4446,2975.6,1470.4,High
2024-02-19,Product_C,North,Returning,3,2451,1626.63,824.37,Medium
2024-05-06,Product_D,North,New,15,5895,3349.62,2545.38,Low
2024-02-22,Product_A,East,Returning,13,3978,2747.17,1230.83,Low
2024-05-04,Product_A,East,New,16,11584,6871.19,4712.81,Low
2024-05-03,Product_D,East,New,11,9075,5945.85,3129.15,Low
2024-06-03,Product_A,South,High Value,14,10374,6536.19,3837.81,Medium
2024-01-31,Product_B,East,High Value,19,20862,15168.51,5693.49,Low
2024-05-28,Product_A,North,High Value,6,4350,2684.08,1665.92,Low
2024-05-05,Product_B,South,Returning,11,6446,3826.46,2619.54,Medium
2024-02-02,Product_B,East,Returning,11,13299,8596.73,4702.27,Medium
2024-04-22,Product_C,West,New,4,5260,3579.43,1680.57,Medium
2024-02-18,Product_C,South,High Value,15,18390,11189.75,7200.25,Low
2024-06-27,Product_B,East,High Value,16,10608,7079.2,3528.8,Medium
2024-04-21,Product_A,East,High Value,1,1009,630.07,378.93,Low
2024-06-10,Product_B,East,New,16,3616,2120.47,1495.53,High
2024-05-18,Product_D,North,New,10,9760,6109.08,3650.92,Low
2024-01-20,Product_C,South,Returning,12,2748,1947.52,800.48,Low
2024-01-11,Product_C,East,High Value,14,6468,4487.1,1980.9,Low
2024-02-05,Product_B,West,High Value,2,1186,709.11,476.89,Low
2024-02-13,Product_A,East,High Value,5,4350,2623.06,1726.94,Low
2024-05-17,Product_C,South,New,10,4080,2348.66,1731.34,Low
2024-01-17,Product_D,North,New,13,11960,7612.49,4347.51,Medium
2024-02-19,Product_C,North,Returning,10,7560,4248.22,3311.78,Low
2024-03-18,Product_B,West,High Value,10,6580,4789.88,1790.12,Low
2024-01-28,Product_C,North,Returning,5,1030,760.05,269.95,Medium
2024-03-24,Product_D,East,Returning,2,1030,683.38,346.62,Low
2024-01-05,Product_B,South,New,18,14742,8540.98,6201.02,Medium
2024-06-03,Product_C,North,Returning,10,4340,2488.48,1851.52,Medium
2024-02-15,Product_D,North,High Value,14,16786,12403.97,4382.03,Medium
2024-05-20,Product_C,East,Returning,1,1337,866.62,470.38,Low
2024-05-20,Product_C,West,New,16,17088,12491.79,4596.21,Low
2024-04-09,Product_A,West,Returning,6,4446,2451.8,1994.2,Low
2024-01-06,Product_B,North,New,10,8380,5815.81,2564.19,Medium
2024-01-20,Product_B,South,New,6,6216,3685.25,2530.75,Medium
2024-04-25,Product_C,West,High Value,5,3545,2209.33,1335.67,Low
2024-06-15,Product_B,East,New,3,4248,2755.5,1492.5,Medium
2024-06-20,Product_C,West,High Value,7,7028,4498.31,2529.69,Low
2024-05-06,Product_B,North,New,13,7228,4304.72,2923.28,Medium
2024-02-19,Product_D,East,Returning,17,25228,16728.55,8499.45,Low
2024-03-06,Product_B,West,Returning,10,13040,9245.23,3794.77,High
2024-06-23,Product_C,East,New,2,1096,820.43,275.57,Medium
2024-05-24,Product_D,West,New,10,14160,8365.22,5794.78,Low
2024-06-04,Product_D,South,High Value,4,3256,2334.94,921.06,Medium
2024-05-16,Product_A,West,Returning,1,388,288.34,99.66,Low
2024-02-03,Product_A,West,New,6,2496,1622.9,873.1,Low
2024-04-17,Product_D,North,High Value,17,6154,4150.85,2003.15,Low
2024-04-13,Product_A,East,Returning,17,11203,7850.22,3352.78,High
2024-03-17,Product_A,South,Returning,4,1768,1116.67,651.33,High
2024-02-06,Product_A,East,High Value,2,1712,1160.27,551.73,Low
2024-03-19,Product_D,East,Returning,6,7104,5294.84,1809.16,Low
2024-02-27,Product_D,South,Returning,2,1230,809.2,420.8,Low
2024-04-05,Product_D,West,New,3,2400,1373.01,1026.99,Low
2024-06-25,Product_D,South,Returning,12,11700,7251.89,4448.11,Low
2024-02-29,Product_C,West,New,9,3114,2043.04,1070.96,Low
2024-01-08,Product_D,West,High Value,14,8414,4928.4,3485.6,Low
2024-03-05,Product_B,West,Returning,19,10013,6250.5,3762.5,Low
2024-03-22,Product_A,East,New,14,8190,4547.64,3642.36,High
2024-02-15,Product_C,South,High Value,2,1972,1448.85,523.15,High
2024-03-13,Product_D,West,High Value,14,20188,11432.83,8755.17,Low
2024-05-29,Product_D,West,New,8,5944,3790.9,2153.1,High
2024-04-22,Product_B,West,New,17,5423,3954.98,1468.02,Low
2024-06-20,Product_A,South,New,16,20880,14744.73,6135.27,Medium
2024-01-06,Product_B,East,High Value,7,8729,6516.18,2212.82,Low
2024-05-02,Product_B,East,New,1,385,236.27,148.73,Low
2024-04-16,Product_D,North,Returning,14,18662,12661.88,6000.12,Low
2024-05-29,Product_D,North,New,16,20736,11684.42,9051.58,Low
2024-02-11,Product_A,West,Returning,8,7792,4943.02,2848.98,Low
2024-01-28,Product_B,East,New,19,25954,15341.01,10612.99,Low
2024-02-17,Product_A,West,New,14,11480,7512.17,3967.83,Low
2024-03-25,Product_B,South,New,3,2751,1892.9,858.1,Low
2024-04-18,Product_A,West,New,15,10710,7801.66,2908.34,Medium
2024-01-12,Product_A,North,High Value,2,1522,1101.27,420.73,Low
2024-01-31,Product_B,East,New,4,3572,2542.64,1029.36,Low
2024-01-18,Product_C,North,High Value,6,6114,3467.51,2646.49,Low
2024-05-11,Product_D,West,New,4,4952,3233.64,1718.36,Low
2024-01-06,Product_A,East,Returning,18,13212,8533.49,4678.51,High
2024-05-08,Product_A,West,New,17,18377,13230.49,5146.51,Medium
2024-04-01,Product_B,West,New,7,8645,5053.44,3591.56,High
2024-02-16,Product_A,East,High Value,14,20146,12695.25,7450.75,Low
2024-01-26,Product_A,West,High Value,5,4775,3265.86,1509.14,High
2024-01-31,Product_C,East,New,5,1700,955.62,744.38,Low
2024-05-27,Product_D,West,Returning,14,18634,12856.29,5777.71,Low
2024-01-16,Product_D,West,Returning,2,2588,1519.25,1068.75,Low
2024-02-13,Product_D,East,New,17,18105,13417.3,4687.7,High
2024-01-23,Product_A,East,High Value,4,3520,2213.54,1306.46,Low
2024-04-21,Product_D,East,New,17,15317,11275.47,4041.53,High
2024-03-25,Product_C,South,High Value,15,15000,11106.3,3893.7,Low
2024-04-17,Product_D,West,Returning,5,2035,1364.19,670.81,Low
2024-01-13,Product_D,East,New,11,3949,2531.87,1417.13,Medium
2024-05-08,Product_B,East,New,17,23052,14956.6,8095.4,High
2024-01-02,Product_B,South,High Value,5,5980,3781.33,2198.67,Low
2024-05-19,Product_A,West,High Value,6,7734,5388.95,2345.05,High
2024-02-06,Product_A,East,Returning,11,3828,2223.27,1604.73,Medium
2024-03-08,Product_C,East,New,19,6593,4471.31,2121.69,Medium
2024-05-01,Product_D,North,High Value,5,3625,2057.88,1567.12,Medium
2024-06-06,Product_C,North,Returning,16,23024,15709.17,7314.83,High
2024-02-04,Product_B,West,Returning,9,7299,5367.95,1931.05,High
2024-01-26,Product_A,West,High Value,1,827,475.47,351.53,Low
2024-03-29,Product_C,West,High Value,18,11898,6776.14,5121.86,Medium
2024-03-30,Product_B,South,High Value,1,421,279.51,141.49,Low
2024-05-11,Product_A,South,Returning,18,19998,13927.57,6070.43,Low
2024-06-24,Product_A,North,New,13,16575,9657.56,6917.44,High
2024-02-28,Product_B,East,New,16,15744,11161.96,4582.04,Low
2024-01-06,Product_B,North,New,9,4140,2924.86,1215.14,Medium
2024-05-10,Product_C,South,New,4,860,613.3,246.7,Medium
2024-05-23,Product_D,East,New,3,672,464.47,207.53,Low
2024-04-27,Product_D,West,High Value,18,13842,8291.71,5550.29,Medium
2024-04-23,Product_D,West,New,1,1030,653.37,376.63,Low
2024-01-07,Product_D,North,High Value,8,8272,5801.13,2470.87,Low
2024-02-10,Product_B,North,High Value,17,7718,4815.23,2902.77,Low
2024-03-24,Product_B,West,High Value,14,11228,8310.25,2917.75,Low
2024-02-02,Product_D,North,Returning,13,18941,13949.15,4991.85,High
2024-02-27,Product_D,East,High Value,6,1428,860.74,567.26,Medium
2024-03-26,Product_B,West,New,12,15804,10936.0,4868.0,Low
2024-05-15,Product_C,North,High Value,16,19040,12227.53,6812.47,Medium
2024-02-03,Product_D,East,New,9,3276,2136.12,1139.88,Low
2024-04-10,Product_B,East,High Value,19,25859,16748.94,9110.06,Medium
2024-03-14,Product_B,East,Returning,6,2952,1932.17,1019.83,Low
2024-02-13,Product_A,East,Returning,13,18005,10420.13,7584.87,Low
2024-05-05,Product_C,North,Returning,16,16976,12714.51,4261.49,Low
2024-03-14,Product_B,North,Returning,16,4608,3057.77,1550.23,Medium
2024-03-28,Product_C,East,New,1,1063,735.47,327.53,Low
2024-06-11,Product_D,North,High Value,6,6450,3603.07,2846.93,Low
2024-06-16,Product_C,North,New,3,1677,954.7,722.3,High
2024-04-27,Product_B,East,New,18,16524,11936.23,4587.77,Low
2024-02-24,Product_B,North,Returning,17,19584,11365.39,8218.61,Medium
2024-02-18,Product_C,South,High Value,10,4860,3303.12,1556.88,High
2024-05-31,Product_D,West,New,16,21952,15069.83,6882.17,Low
2024-05-23,Product_B,West,New,6,6828,4138.79,2689.21,Low
2024-04-16,Product_D,East,New,11,7667,4399.18,3267.82,Low
2024-01-24,Product_D,East,High Value,7,10248,7076.34,3171.66,Medium
2024-01-04,Product_C,East,High Value,16,20032,14535.69,5496.31,Medium
2024-06-26,Product_D,West,New,7,2107,1494.54,612.46,Medium
2024-06-11,Product_A,East,High Value,8,1688,1102.46,585.54,Low
2024-02-02,Product_B,West,High Value,6,8148,6017.54,2130.46,Low
2024-06-21,Product_A,North,New,3,3981,2653.25,1327.75,Medium
2024-03-19,Product_A,South,High Value,13,18590,13903.65,4686.35,Low
2024-04-13,Product_A,West,New,3,4035,2452.51,1582.49,Low
2024-02-21,Product_C,South,New,3,2532,1558.03,973.97,Low
2024-01-11,Product_A,East,Returning,2,878,536.82,341.18,Low
2024-05-21,Product_A,West,High Value,7,2548,1779.41,768.59,High
2024-03-13,Product_C,East,High Value,6,2928,1927.46,1000.54,Medium
2024-04-22,Product_B,East,New,1,1276,854.66,421.34,Low
2024-01-30,Product_D,South,Returning,15,7035,4351.88,2683.12,Low
2024-02-08,Product_A,South,New,8,3048,1879.76,1168.24,Low
2024-01-10,Product_B,South,New,6,6384,3540.68,2843.32,Medium
2024-02-04,Product_B,East,New,14,9660,5998.14,3661.86,Low
2024-03-08,Product_A,West,High Value,7,8883,5354.14,3528.86,Low
2024-01-27,Product_C,East,New,16,15152,11340.48,3811.52,High
2024-02-25,Product_B,West,New,14,16310,9952.51,6357.49,Low
2024-06-27,Product_C,North,Returning,9,8406,5652.2,2753.8,Low
2024-04-16,Product_C,South,Returning,16,10928,7410.79,3517.21,Medium
2024-04-01,Product_A,South,High Value,12,5580,3701.1,1878.9,Medium
2024-04-27,Product_D,North,High Value,8,9000,5293.26,3706.74,High
2024-05-13,Product_C,North,New,13,16380,11723.97,4656.03,Low
2024-04-27,Product_A,North,New,15,9000,6241.19,2758.81,Medium
2024-06-18,Product_D,North,High Value,3,1092,762.83,329.17,Low
2024-01-13,Product_D,North,High Value,1,1016,645.99,370.01,Low
2024-03-20,Product_A,West,High Value,12,9780,7047.09,2732.91,Low
2024-04-27,Product_B,South,New,1,804,520.58,283.42,High
2024-06-02,Product_C,South,High Value,6,5160,3840.14,1319.86,Low
2024-02-13,Product_B,West,High Value,19,4256,2483.15,1772.85,Low
2024-03-19,Product_C,South,Returning,2,1828,1287.79,540.21,High
2024-06-08,Product_C,South,New,10,2010,1212.42,797.58,Low
2024-05-06,Product_A,South,New,10,7690,4549.86,3140.14,Medium
2024-05-27,Product_A,West,High Value,1,1285,914.64,370.36,High
